year,month,height,weight,prize_money,dominant_hand,backhand,forehand
1982,11,1.87,84000.0,186036.0,right,double,
1987,6,1.75,,120787.0,right,double,
1988,5,1.74,,145494.0,left,double,
1992,5,1.62,,55940.0,right,double,
1967,2,1.8288,83916.0,54828.0,right,,
1976,3,1.68,,600516.0,right,double,
1963,7,1.73,68000.0,1363793.0,right,double,
1972,3,1.85,,2029070.0,right,double,
1994,5,,,4186.0,,,
1998,9,1.83,73000.0,179708.0,right,double,
1959,6,1.88,,611891.0,right,,
1968,9,,79380.0,156019.0,right,,
1978,4,1.905,86184.0,1.3164686E7,right,single,
1993,7,,,14690.0,,,
1994,9,,,498140.0,right,single,
1983,9,,,155171.0,right,double,
1987,1,,,112745.0,right,double,
1987,8,,,85893.0,right,double,
1982,3,1.64,,1721451.0,right,double,
1983,4,1.74,,395209.0,left,double,
1977,1,,,50031.0,,,
1992,10,1.74,,317031.0,,,
1987,1,1.74,,6855919.0,right,double,
1982,1,,,333832.0,right,double,
1963,3,,,318872.0,,,
1997,1,1.68,,8107.0,left,double,
1984,6,,,27706.0,,,
1995,7,,,162789.0,right,double,
1989,11,1.778,,363652.0,right,double,
1987,4,1.88,,3.6484486E7,right,double,
1971,3,1.77,,1140865.0,right,single,
1998,1,,,6687.0,left,double,
1989,8,1.69,,1079944.0,right,,
1976,3,1.72,,1009293.0,right,double,
1967,10,1.778,,1044641.0,right,double,
1977,9,1.8288,84823.2,166157.0,right,,
1978,9,1.8,,1695028.0,left,single,
1978,7,,,69245.0,right,,
1978,2,1.82,,3204127.0,right,double,
1984,3,1.72,,543735.0,right,double,
1982,5,1.73,,592193.0,right,double,
1995,3,,,40716.0,left,double,
1998,7,1.78,,13289.0,right,double,
1990,2,,,61887.0,right,double,
1991,5,1.85,,498929.0,right,single,
1988,9,1.98,82000.0,1.3586144E7,right,double,
1988,3,1.74,,2234959.0,right,double,
1978,7,,,36899.0,,,
1989,2,1.73,,194406.0,,,
1987,8,,,132735.0,,,
1973,2,,,17589.0,,,
1985,8,1.93,,1865777.0,right,double,
1986,4,,,50579.0,right,double,
1984,3,1.95,,4024686.0,right,double,
1961,9,1.7,,2102.0,right,,
1967,12,,,132921.0,right,,
1968,10,1.85,,151136.0,right,,
1984,10,1.7,63000.0,1.1055114E7,right,double,double
1972,12,1.72,,342007.0,right,double,
1980,6,1.7018,,779749.0,right,double,
1990,10,1.93,,623050.0,right,single,
1980,7,1.93,,2949906.0,left,double,
1985,5,1.72,,900588.0,right,double,
1965,3,1.72,,756646.0,right,double,
1959,12,1.905,,686138.0,right,,
1971,2,,,91212.0,right,,
1981,4,1.7018,,173449.0,left,double,
1967,6,1.83,81000.0,749587.0,right,,
1971,9,1.9,89000.0,7049710.0,right,single,
1968,2,1.85,,842859.0,right,,
1966,5,,,1378936.0,left,single,
1972,6,1.8288,,502870.0,right,,
1977,10,1.85,,166271.0,right,,
1970,8,1.8288,,657776.0,right,single,
1976,11,1.96,103000.0,6985202.0,right,single,
1990,10,,,47082.0,,,
1965,9,,,8571605.0,left,double,
1991,8,1.87,,71525.0,right,double,
1998,8,,,3422.0,right,double,
1960,10,,70308.0,292826.0,right,,
1977,3,1.78,78000.0,119059.0,right,,
1994,5,1.94,,26223.0,right,double,
1989,11,1.88,,73256.0,right,double,
1977,11,1.87,85000.0,514852.0,right,single,
1978,4,1.78,,787415.0,right,,
1970,1,1.9,,307182.0,right,,
1970,3,,73483.2,99911.0,left,,
1968,5,1.95,,795369.0,left,,
1999,6,,,10419.0,,,
1980,1,1.74,,1127324.0,right,double,
1987,6,1.91,,1210039.0,right,double,
1986,1,1.76,,1063113.0,right,double,
1985,2,,,41250.0,right,double,
1983,1,1.73,,888544.0,right,double,
1991,3,1.7,,199379.0,right,double,
1970,4,1.8796,,141468.0,right,,
1972,8,1.89,,5730972.0,right,double,
1958,11,1.8288,,821513.0,right,,
1984,12,1.83,,386542.0,left,double,
1986,7,1.8,,640766.0,right,double,
1989,7,1.88,77000.0,3256658.0,left,double,
1964,7,1.91,,349692.0,right,single,
1978,1,,75000.0,561085.0,left,single,
1987,6,,,37241.0,right,double,
1995,8,1.98,,8706.0,left,double,
1981,5,,,171093.0,right,double,
1971,10,,79380.0,175652.0,right,,
1967,3,,79380.0,400835.0,right,,
1987,8,,,48757.0,right,double,
1978,10,1.95,,1491379.0,right,single,
1992,5,,,75108.0,right,double,
1991,3,,,30193.0,right,,
1980,9,1.7,,2.2593544E7,right,double,
1982,10,1.65,,1040531.0,right,double,
1956,10,1.73,,2.1626089E7,left,single,
1980,11,1.7,,967092.0,right,double,
1985,12,1.83,,456298.0,right,single,
1992,1,,,58393.0,,,
1964,10,1.77,70000.0,1873881.0,right,single,
1969,12,1.78,,1221361.0,right,,
1980,2,1.85,,1420101.0,right,single,
1983,11,1.8034,,5609.0,right,,
1961,8,1.6764000000000001,,711131.0,right,,
1971,8,1.75,,5258471.0,right,double,
1975,1,1.78,,9793119.0,right,double,
1993,8,1.75,,3.0,right,double,
1971,12,1.8,,320131.0,right,,
1983,5,1.74,,656296.0,right,double,
1997,3,1.66,,13560.0,,,
1988,2,1.74,,131261.0,right,double,
1987,6,1.71,,390774.0,left,double,
1973,5,1.71,,299016.0,right,double,
1982,8,1.76,68000.0,3386560.0,left,double,
1996,1,1.7,,15259.0,,,
1977,11,1.71,,1268365.0,right,double,double
1992,5,1.78,,1003325.0,right,double,
1974,5,1.68,,1591803.0,right,double,
1994,11,,,2686.0,right,double,
1974,12,,70308.0,143963.0,right,,
1976,5,1.6764000000000001,,975863.0,right,double,
1964,2,1.85,85000.0,105308.0,right,,
1974,5,1.87,,487354.0,right,,
1971,6,,,46799.0,right,,
1964,5,1.73,,313726.0,right,,
1972,3,1.85,,164828.0,right,,
1993,4,1.96,,144860.0,right,,
1993,7,1.88,,405222.0,left,double,
1987,5,,,229607.0,right,,
1994,1,,,16584.0,right,double,
1969,6,,,73997.0,right,,
1985,3,1.83,,327057.0,right,double,
1985,11,,,89057.0,right,double,
1985,4,1.73,57000.0,1341270.0,right,double,
1964,8,1.82,,7976256.0,right,double,
1963,6,1.88,77000.0,486506.0,right,,
1969,8,1.778,,170523.0,right,,
1990,7,1.8,,315814.0,right,,
1984,8,1.85,,17297.0,right,double,
1995,2,1.88,,145651.0,right,double,
1989,8,1.8,,92314.0,right,double,
1987,7,1.88,,483282.0,right,double,
1989,12,,,22585.0,right,double,
1992,4,,,11.783,,,
1981,10,1.83,,720520.0,right,,
1987,12,1.83,,2741457.0,right,double,
1986,8,1.88,,255374.0,right,,
1982,6,1.83,,1.2832212E7,right,single,
1994,9,,,46904.0,,,
1985,11,1.67,,116325.0,,,
1980,9,1.65,,845115.0,right,double,
1963,12,2.03,98000.0,898323.0,right,,
1971,9,,,94296.0,right,,
1974,9,,79380.0,247737.0,right,single,
1988,7,,,109371.0,,,
1997,5,1.73,,713.0,,,
1990,12,1.96,,9392599.0,right,double,
1989,11,1.88,,41442.0,right,double,
1964,5,1.9,,2632538.0,right,double,
1988,1,1.96,88000.0,227693.0,right,double,
1956,7,1.6,,933926.0,right,single,
1999,8,,,1044.0,right,double,
1997,4,,,3165.0,,,
1982,3,1.81,,2631632.0,right,double,
1978,4,1.74,,260832.0,right,double,
1991,7,1.88,87000.0,276866.0,right,double,
1992,4,1.73,,224052.0,right,double,
1991,4,1.59,,1203399.0,left,double,
1987,8,1.9,81000.0,2146328.0,left,double,
1975,1,,81648.0,71636.0,left,,
1994,1,1.88,,53018.0,right,double,
1991,11,,,72520.0,right,double,
1994,11,1.56,,70404.0,right,double,
1992,7,1.88,,14813.0,right,double,
1990,9,1.83,,148404.0,right,double,
1990,7,1.85,,2244132.0,right,double,
1987,9,1.68,63000.0,3662124.0,right,double,
1973,12,1.78,,1.4891762E7,left,double,double
1992,4,,,51949.0,,,
1983,1,1.7,,477615.0,right,,
1967,7,,64000.0,314616.0,right,,
1985,4,,,75703.0,right,double,
1994,7,1.7,,72088.0,,,
1960,6,1.9304,,96917.0,right,,
1994,3,,,28745.0,right,,
1984,11,1.8,,83378.0,right,,
1968,10,1.9304,81648.0,681817.0,left,single,
1985,6,1.72,,469516.0,right,double,
1990,12,,,121792.0,right,double,
1975,1,,70308.0,205297.0,right,single,
1981,1,,,74124.0,right,double,
1992,2,1.88,78000.0,225678.0,right,double,
1998,8,,,292.0,right,double,
1983,7,1.75,,1616143.0,right,double,
1972,2,1.88,79380.0,75307.0,right,,
1987,6,,,32327.0,right,double,
1993,9,1.7,,1336267.0,,,
1994,6,,,13457.0,right,double,
1987,8,1.63,,180649.0,right,double,
1975,8,1.57,,720661.0,right,double,
1990,4,,,51876.0,,,
1982,6,1.78,65000.0,1.2466924E7,right,double,
1997,2,,,25758.0,,,
1992,7,1.72,,397324.0,right,double,
1973,2,1.77,62000.0,138975.0,right,double,
1997,12,,,30315.0,,,
1993,8,,,55988.0,right,double,
1971,4,1.63,,1234067.0,right,double,double
1976,2,,,314809.0,,,
1976,1,1.78,,294308.0,right,double,
1987,7,,,2787.0,left,double,
1994,11,,,244836.0,right,double,
1996,11,,,6077.0,right,double,
1972,3,1.64,53000.0,498002.0,,,
1955,1,,,31279.0,,,
1973,3,,,1107264.0,right,,
1990,2,1.89,,500745.0,right,single,
1989,4,1.7,,191742.0,left,double,
1997,10,1.8,,180180.0,right,double,
1979,10,,,77658.0,right,double,
1992,2,1.78,,267182.0,right,double,
1994,7,1.76,,75458.0,right,double,
1987,11,,,41094.0,right,double,
1971,11,,,906455.0,,,
1976,1,,,18781.0,,,
1997,2,,,35673.0,right,double,
1981,2,1.75,,939025.0,left,double,
1989,11,1.524,,30227.0,,,
1994,1,,,18952.0,right,double,
1994,1,,,22258.0,right,double,
1971,4,1.74,,7792503.0,right,double,
1989,11,,,45364.0,right,double,
1993,2,,,65008.0,right,double,
1979,2,1.78,,4216795.0,right,double,
1967,10,1.65,54500.0,6650093.0,right,single,
1982,10,1.7,,321276.0,right,double,
1980,2,,,552190.0,right,,
1984,6,,,98866.0,right,double,double
1997,11,,,5030.0,right,double,
1958,8,1.82,74844.0,675673.0,right,single,
1989,12,1.83,,123095.0,right,,
1973,4,1.9,,128135.0,right,,
1966,11,1.9,,1205610.0,right,,
1990,3,,,44480.0,right,double,
1976,6,1.9,,7934606.0,right,single,
1994,10,,,12665.0,right,,
1983,5,1.7,,172509.0,right,single,
1991,8,1.74,,76655.0,right,double,
1982,4,1.78,72000.0,543120.0,right,double,
1972,7,,,78554.0,right,,
1995,4,1.93,,2110250.0,right,double,
1988,7,1.83,,189025.0,right,double,
1966,2,1.83,,448124.0,right,,
1971,4,1.9,,3186946.0,right,double,
1971,1,,70308.0,171486.0,right,,
1988,3,1.67,,54165.0,right,double,
1984,8,1.7272,,42043.0,,,
1991,2,,,29295.0,right,double,
1977,2,1.85,,368507.0,right,double,
1980,3,1.72,,826281.0,left,double,
1976,4,1.85,,3216150.0,right,double,
1992,8,1.8,,87621.0,right,single,
1977,7,1.83,,7480465.0,right,double,
1982,1,1.9,80000.0,5504030.0,right,single,
1989,5,1.78,,66510.0,right,double,
1989,4,1.85,,63729.0,right,single,
1982,6,,,213884.0,right,,
1988,1,,,44364.0,right,double,
1972,11,1.8288,78926.4,437629.0,right,,
1979,8,,,146206.0,right,double,
1969,8,1.7653,,1642964.0,left,,
1969,9,,,1283966.0,right,double,
1983,3,1.73,,121158.0,right,double,
1993,3,1.6764000000000001,,729596.0,,,
1983,12,1.64,,86177.0,right,single,
1993,7,1.81,,127558.0,,,
1967,7,,,494184.0,,,
1973,3,1.63,,2404645.0,right,single,
1990,6,1.78,,33703.0,,,
1989,6,,,83380.0,,,
1988,6,,,56062.0,right,double,double
1989,4,1.83,63000.0,2742675.0,right,double,
1985,8,1.83,,9609122.0,right,single,
1987,4,1.75,,132522.0,right,double,
1995,10,1.99,,59612.0,right,double,
1976,8,1.88,,6313898.0,right,double,
1979,10,1.83,,4286614.0,right,double,
1987,6,1.88,83000.0,323790.0,right,double,
1994,7,1.84,,155154.0,right,double,
1993,10,,,16583.0,left,double,
1985,5,1.7,,172521.0,right,double,
1988,2,,,86072.0,,,
1991,2,1.78,,102732.0,,,
1995,6,1.82,,49439.0,right,double,
1982,8,2.01,,194867.0,left,,
1990,12,1.83,,79473.0,right,double,
1990,3,,,73570.0,right,double,
1981,6,1.78,,1.618648E7,right,double,
1992,2,1.85,,442580.0,right,double,
1969,10,,,64757.0,right,,
1990,1,1.93,,163423.0,right,single,
1985,6,1.78,,777273.0,right,double,
1980,6,,,105720.0,,,
1996,7,,,29929.0,,,
1990,1,1.7,,65099.0,,,
1996,12,,,3163.0,right,double,
1976,12,1.7,,182057.0,right,double,
1996,2,1.78,,87941.0,right,double,
1978,4,1.85,85000.0,783527.0,right,single,
1991,11,1.67,,276495.0,right,double,double
1990,8,,,282088.0,right,double,
1993,6,,,5118.0,right,double,
1987,5,1.88,79000.0,9.6642948E7,right,double,
1987,2,1.67,,136162.0,right,double,
1989,11,1.65,,62992.0,right,double,
1970,4,1.9,81000.0,857479.0,left,,
1980,5,1.56,,2636375.0,right,double,
1993,6,,,8294.0,right,,
1971,6,,,56769.0,,,
1992,1,,,34800.0,right,double,
1980,10,1.77,,277754.0,,,
1985,2,,,20197.0,right,double,
1988,8,1.8796,,13232.0,,,
1996,10,1.83,,97813.0,right,double,
1990,9,1.84,,404274.0,left,double,
1987,6,1.57,,15037.0,right,double,
1964,7,,,5732.0,right,,
1996,3,,,34014.0,,,
1979,3,,,72197.0,right,double,
1979,11,,,548692.0,right,double,
1986,1,,,104802.0,right,double,
1998,9,,,8119.0,left,double,
1988,8,1.82,,2865468.0,right,double,
1975,4,,,20947.0,,,
1995,3,,,61072.0,right,double,
1982,12,,,48206.0,,,
1981,12,,,67944.0,right,double,
1987,1,,,47075.0,,,
1987,9,1.8,,833994.0,right,double,
1987,9,1.77,,1202481.0,right,double,
1976,1,,,239722.0,,,
1972,12,1.75,,148944.0,right,,
1993,9,1.8288,,95168.0,right,double,
1973,6,1.86,,876416.0,right,,
1980,7,1.85,,2190668.0,right,,
1991,6,,,743688.0,right,double,
1982,11,1.72,,376039.0,right,double,
1997,5,1.67,,22091.0,right,double,
1982,3,1.84,,93881.0,left,double,
1967,6,1.7,,2788904.0,right,single,
1978,2,1.75,,604171.0,right,double,
1980,3,1.8,,874075.0,right,single,
1981,1,1.65,,4809475.0,right,single,
1967,3,,86184.0,106777.0,right,,
1968,5,1.88,,1610475.0,right,single,
1997,5,1.8,,61001.0,left,double,
1994,8,1.67,,253936.0,right,double,
1981,8,,,118077.0,right,,
1993,4,,,74745.0,right,single,
1998,2,,,15170.0,right,double,
1971,9,1.85,,484515.0,right,,
1977,1,1.9,,387322.0,right,,
1969,6,,68947.2,66279.0,right,,
1992,5,,,40662.0,left,double,
1985,9,1.57,,138831.0,right,double,
1996,4,1.73,,84316.0,right,double,
1979,6,1.8,,261244.0,right,double,
1968,8,1.65,,1541551.0,right,single,
1978,8,1.75,,657243.0,right,double,
1971,10,1.8288,72576.0,112935.0,right,,
1967,4,1.83,73000.0,2684136.0,left,,
1991,3,,,8733.0,left,double,
1966,7,1.8288,72576.0,3118316.0,right,double,
1973,5,1.85,,331508.0,right,,
1966,2,1.9,,1646328.0,right,,
1988,3,1.79,79000.0,83295.0,right,single,
1965,3,1.651,,1559023.0,right,,
1978,12,1.68,56600.0,8419111.0,left,double,
1982,1,1.85,,5625446.0,right,double,
1963,3,1.8542,,1649327.0,right,single,
1983,4,1.9,,1097506.0,right,double,
1962,3,1.78,73000.0,410831.0,right,,
1976,8,1.778,,1620456.0,right,double,
1966,2,1.87,,7751962.0,right,double,
1977,11,1.82,,2834776.0,right,single,
1954,11,1.78,,1233615.0,right,double,
1972,12,1.93,,232555.0,right,,
1967,7,1.87,,448114.0,right,,
1996,1,1.68,,6860.0,,,
1997,11,,,75966.0,right,double,
1990,8,1.73,,126197.0,right,double,
1992,11,1.68,,455649.0,right,double,
1992,9,1.7,,705312.0,right,double,
1991,4,1.651,,221.0,,,
1986,1,1.75,,1960959.0,right,double,
1985,11,,,37985.0,right,double,
1955,12,1.73,,925242.0,right,,
1963,6,1.88,,149428.0,right,,
1970,7,1.8,,2337009.0,right,double,
1980,2,1.9,82000.0,377192.0,left,double,
1974,7,,,416682.0,right,double,
1987,7,1.85,,301730.0,right,,
1992,11,,,64196.0,right,double,
1995,4,,,39670.0,right,double,
1963,2,,,7821.0,right,,
1960,12,,,435551.0,right,,
1988,5,1.8,68000.0,173169.0,right,double,
1986,5,1.7,,189830.0,,,
1989,12,,,67284.0,,,
1986,1,1.73,,6991689.0,right,double,double
1974,5,,70308.0,114053.0,right,,
1988,4,1.83,,1247787.0,right,double,
1987,6,1.9,80000.0,30105.0,right,double,
1984,9,,,13871.0,right,,
1971,8,1.8542,,4.328045E7,right,single,
1963,9,1.88,,64538.0,right,,
1962,5,,,62785.0,right,,
1963,4,1.8288,77112.0,70262.0,left,,
1979,7,1.88,,74290.0,right,,
1961,5,,,446667.0,right,single,
1955,1,1.8288,,1986799.0,right,single,
1989,7,1.85,,688943.0,right,double,
1990,11,2.0066,,18468.0,,,
1979,8,1.83,,1348036.0,right,double,
1965,1,1.85,100000.0,1130516.0,right,double,
1955,7,1.85,,1046935.0,right,single,
1961,9,,83916.0,86834.0,right,,
1964,2,,,30728.0,,,
1988,6,1.8,70000.0,610025.0,right,double,
1961,1,,,57659.0,left,,
1988,2,1.85,,139585.0,right,double,
1978,5,1.95,,928863.0,right,single,
1968,1,1.9,73000.0,1.04489E7,left,single,
1979,10,1.88,,231463.0,right,double,
1972,3,1.9,85000.0,635062.0,right,double,
1975,10,1.93,75000.0,1104149.0,right,,
1985,2,1.72,64000.0,2027537.0,right,double,
1977,2,,,61280.0,,,
1974,3,,,184407.0,,,
1990,6,,,49955.0,,,
1990,3,1.82,70000.0,2.0501439E7,left,double,
1970,6,,,633808.0,,,
1978,1,1.78,,991024.0,right,double,
1991,1,1.81,63000.0,1532651.0,right,double,
1980,1,1.7,,335030.0,right,single,
1996,4,,,10493.0,right,double,
1989,5,1.82,,106672.0,left,,
1994,9,1.83,,91812.0,right,double,
1967,4,1.78,,933810.0,right,,
1986,1,1.79,,4260347.0,right,double,
1972,12,1.8,,87437.0,right,,
1991,7,1.88,,1490589.0,right,double,
1986,1,1.8,,4153722.0,right,single,
1985,11,,,52952.0,,,
1984,6,1.83,,147776.0,right,,
1997,2,,,1945.0,,,
1963,12,,,379828.0,right,,
1962,7,1.83,72500.0,5460566.0,right,single,
1953,11,,,126973.0,,,
1970,2,1.85,,59368.0,right,,
1976,6,1.7,,5217775.0,right,double,
1965,4,1.8,,903958.0,right,single,
1981,12,1.83,77000.0,2155498.0,right,double,
1979,6,1.85,,3459655.0,right,single,
1975,2,1.67,55000.0,439788.0,right,double,
1959,5,1.75,,227283.0,,,
1966,4,1.75,,577710.0,right,,
1965,5,1.83,84000.0,1950345.0,right,single,
1966,4,,86184.0,20570.0,left,,
1954,9,1.9,,533743.0,right,single,
1972,12,1.85,86000.0,1.1133128E7,right,single,
1965,8,1.63,,1011116.0,right,,
1993,12,1.7,,29175.0,,,
1994,7,,,147943.0,right,double,
1986,11,1.69,,976233.0,,,
1965,5,,,41716.0,left,single,
1988,10,1.88,80000.0,212015.0,right,single,
1992,9,1.83,,40379.0,right,single,
1983,10,1.78,,8590291.0,right,single,
1982,2,1.88,,463260.0,right,single,
1986,1,2.01,,576750.0,right,,
1984,3,1.85,,3716142.0,right,double,
1966,8,1.8,,101424.0,left,,
1986,5,,,190919.0,right,,
1991,3,1.88,,1462638.0,right,double,
1986,1,1.85,,206342.0,right,double,
1971,9,,81648.0,54033.0,right,,
1970,4,1.85,,1832303.0,right,,
1965,9,1.8,,790019.0,right,,
1984,7,1.72,,58142.0,,,
1993,4,,,39151.0,right,double,
1992,3,1.81,,52262.0,right,double,
1991,1,1.82,72000.0,2078594.0,right,double,
1987,2,,,28492.0,,,
1990,7,1.8,,34906.0,right,double,
1981,7,1.88,,3784550.0,right,double,
1983,10,1.87,,460805.0,right,double,
1994,6,,,28735.0,right,double,
1983,8,,,60927.0,right,double,
1992,9,,,35887.0,,,
1998,5,,,77676.0,right,double,
1995,10,,,9069.0,right,double,double
1985,12,,89812.8,206203.0,right,,
1992,3,,,13260.0,right,double,
1996,10,1.91,,149674.0,right,double,
1991,12,,,49321.0,left,double,
1986,2,,,92160.0,right,single,
1990,6,1.75,,1531617.0,right,double,
1971,7,,,944191.0,right,single,
1982,10,1.8288,79380.0,3897123.0,right,double,
1987,1,1.9,,1010982.0,right,double,
1979,11,1.8288,86184.0,1363811.0,right,double,
1977,3,1.9,,3093883.0,right,double,
1958,1,,,57642.0,right,,
1963,5,1.905,,1888353.0,right,single,
1985,11,1.87,,355595.0,left,double,
1985,2,,70761.6,46307.0,left,,
1983,2,1.63,60000.0,1.0236387E7,right,single,
1963,5,1.73,,241299.0,ambidextrous,,
1966,3,1.85,77112.0,441303.0,left,,
1988,4,1.83,76204.8,4004733.0,right,double,
1993,3,1.8,,236326.0,right,double,
1975,8,1.78,,680211.0,right,single,
1970,5,,83916.0,282807.0,right,,
1989,1,1.83,,55320.0,right,double,
1992,2,,,3541.0,left,double,
1987,4,1.9,,3668432.0,right,double,
1993,10,1.9,87000.0,66904.0,,,
1983,6,,,30366.0,right,double,
1984,8,1.93,87000.0,1.0423124E7,right,double,
1980,2,,,700030.0,right,double,
1952,9,,,256333.0,right,single,
1938,8,,,1565413.0,left,single,
1961,8,1.8796,,102003.0,right,,
1979,7,,,39070.0,right,,
1978,8,1.8288,75751.2,141251.0,left,,
1981,8,1.85,,9.7855881E7,right,single,
1969,3,1.8288,,64951.0,right,,
1964,1,1.85,,528200.0,right,,
1976,8,1.9,,1087985.0,right,double,
1984,2,1.78,,741442.0,right,single,
1980,3,1.9,87000.0,2896162.0,,,
1982,9,1.83,,788778.0,right,double,
1959,6,,70308.0,110370.0,ambidextrous,,
1973,3,,,8254.0,right,,
1955,11,1.85,,355057.0,right,,
1992,8,,,44328.0,right,double,
1985,7,1.82,,220804.0,right,double,
1982,3,,,142053.0,right,,double
1989,11,,,110259.0,right,double,
1997,8,1.83,,300000.0,right,double,
1987,3,,,13805.0,right,,
1983,7,1.83,78000.0,60375.0,right,double,
1991,5,1.79,,42131.0,right,double,
1976,7,,,156848.0,right,double,
1986,3,1.72,66000.0,1485345.0,right,double,
1987,6,,,36474.0,,,
1964,11,1.8,,2014601.0,right,single,
1966,5,,,157628.0,,,
1997,2,,,1080.0,,,
1977,5,,,171602.0,right,double,
1960,11,,,1639135.0,right,single,
1951,10,1.8288,,1696198.0,left,single,
1948,9,1.524,,1362222.0,right,,
1998,8,,,0.0,right,double,
1985,2,1.9,,831609.0,right,,
1970,5,,87091.2,79011.0,right,,
1993,6,1.78,,1870.0,,,
1975,9,1.7,54000.0,1077550.0,right,double,
1989,7,1.7,,98481.0,left,double,
1966,4,1.87,80000.0,370072.0,right,,
1986,10,1.85,,163316.0,left,double,
1989,11,,,92401.0,right,,
1988,1,1.83,,997971.0,left,double,
1985,9,,,43564.0,right,,
1978,1,1.83,,2224859.0,right,double,
1984,4,1.77,65000.0,896997.0,right,double,
1977,10,1.7,,122524.0,right,double,
1996,3,,,8854.0,,,
1972,10,1.68,57500.0,1861426.0,right,single,
1987,6,,,32126.0,right,double,
1992,5,1.88,82000.0,1929637.0,right,double,
1984,10,1.8288,76204.8,27824.0,right,,
1978,4,1.8288,90720.0,49419.0,right,,
1994,4,1.8288,,45889.0,right,single,
1987,7,1.96,,1024486.0,right,double,
1984,1,1.8288,,214290.0,left,single,
1969,2,,,76990.0,right,,
1986,10,1.65,,185680.0,right,double,
1991,7,1.61,,191153.0,right,double,
1990,1,,,37718.0,right,single,
1988,7,,,18294.0,,,
1969,12,1.93,,49741.0,right,,
1977,6,1.85,,708886.0,right,double,
1989,3,1.73,,936952.0,right,double,
1980,2,1.77,,157333.0,right,,
1981,5,,,432980.0,right,single,
1961,6,1.7,64000.0,1263130.0,right,single,
1994,11,1.88,,37385.0,right,double,
1976,11,1.85,79100.0,1385410.0,right,double,
1982,12,1.7,64000.0,1615905.0,,,
1961,3,1.9,,189118.0,left,,
1982,10,1.8,,1121733.0,right,double,
1953,6,1.82,,2217971.0,right,single,
1985,10,1.65,65000.0,58696.0,right,double,
1990,12,1.83,64000.0,462287.0,right,double,
1995,8,,,131278.0,,,
1988,5,,,145522.0,right,,
1989,1,1.83,,438568.0,right,double,
1987,4,,,26272.0,,,
1976,7,1.68,,185251.0,right,double,
1979,7,,,47755.0,,,
1983,10,1.76,,1331663.0,right,double,
1997,9,,,6269.0,,,
1966,1,1.65,,485389.0,left,double,
1957,5,1.6256,,21074.0,right,,
1971,3,1.78,,5198172.0,right,single,
1970,5,1.75,,2449043.0,right,single,
1992,3,1.78,,260196.0,right,double,
1996,4,,,0.0,right,double,
1991,3,1.88,,437639.0,right,double,
1958,1,1.75,,291650.0,right,,
1985,5,1.8,,338030.0,right,double,
1980,12,1.75,73000.0,1483919.0,left,double,
1993,4,,,48958.0,right,,
1958,2,1.83,73000.0,133237.0,right,,
1985,12,1.88,,285373.0,right,,
1991,1,1.98,,37406.0,right,double,
1983,4,1.85,,347103.0,right,,
1986,6,1.85,,1.3574179E7,right,single,
1971,12,1.96,89000.0,1.0077425E7,right,single,
1992,3,1.78,,38021.0,right,double,
1964,8,1.93,,143874.0,right,,
1967,5,,,9137.0,left,,
1965,10,1.8034,,4430108.0,right,double,
1992,4,1.7,,339738.0,right,double,
1953,11,,70308.0,64787.0,right,,
1964,12,1.87,84000.0,4294454.0,left,double,
1967,4,,70308.0,35729.0,right,,
1980,6,1.8,68000.0,1344871.0,right,double,
1981,9,1.55,,841899.0,,,
1971,12,1.57,,852103.0,right,double,double
1994,10,1.63,,40383.0,right,double,
1994,4,,,167616.0,right,double,
1993,5,,,25854.0,right,double,
1975,3,1.77,,1858558.0,right,double,
1978,2,1.76,,472961.0,left,double,
1971,12,1.7,,1622632.0,right,double,
1978,11,1.85,,1.0807456E7,right,double,
1973,2,,,512381.0,right,,
1970,12,,,1073889.0,right,double,
1972,9,1.88,,418622.0,right,,
1982,4,1.89,,55014.0,right,,
1989,11,1.75,,529742.0,right,double,
1978,4,1.85,,1716082.0,right,double,double
1986,7,1.8,76000.0,34239.0,right,single,
1986,6,1.85,,7.6023547E7,left,double,
1997,4,,,123.0,,,
1965,11,,,834893.0,right,double,
1976,4,1.8,,7407508.0,right,double,
1984,3,1.93,,2701949.0,right,single,
1967,10,,,36729.0,right,,
1975,6,1.78,,1569134.0,right,double,
1975,7,1.7,,317384.0,right,,
1978,4,1.8,,1929533.0,right,single,
1974,3,1.85,,240000.0,right,,
1987,11,1.88,,3773360.0,right,double,
1983,2,1.9,,1381337.0,right,double,
1980,1,1.82,,1240224.0,right,double,
1978,4,1.65,,652031.0,left,double,
1987,4,1.64,60000.0,1.2330961E7,right,double,
1996,10,1.76,,80939.0,,,
1998,2,,,20462.0,right,double,
1979,8,,,262551.0,right,double,
1986,7,,,96009.0,,,
1992,5,,,6119.0,,,
1975,11,1.59,,823787.0,right,double,
1981,11,1.75,,294946.0,right,double,
1973,6,1.8,,2603732.0,right,double,
1972,7,,73483.2,312767.0,right,,
1983,5,1.8,,158054.0,right,,
1984,11,1.72,,66387.0,right,double,
1974,8,1.8034,78926.4,34262.0,right,,
1962,8,1.87,77112.0,2287611.0,right,single,
1974,6,1.77,,1594598.0,left,single,
1981,8,1.85,,1436951.0,right,,
1986,7,,66679.2,164610.0,right,,
1965,12,1.9557999999999998,,53917.0,right,,
1986,8,1.8796,,267163.0,right,double,
1989,5,,,83607.0,right,,
1988,1,,,10741.0,right,double,
